distil_fn,lambda,temperature_h,temperature_t,gamma,val_loss,val_loss_cin,val_loss_im,max_acc,max_acc_cin,max_acc_im,best_iter,best_iter_cin,best_iter_im,val_acc,val_acc_cin,val_acc_im
KD,0.2,1.0,1.0,0.0,320.3531241118908,4039.9066052272915,1520.4424928426743,80.04,55.94285714285714,48.85671805305579,8,7,1,79.899,55.45961904761905,48.3419672900853
KD,0.2,1.0,10.0,0.0,417.95259106457235,5632.656063719094,2074.8402114987375,81.25,56.207142857142856,49.42483762422725,3,6,0,80.99300000000002,55.73280952380952,48.49706549808279
KD,0.2,1.0,20.0,0.0,384.03169308900834,5126.3884483292695,1897.449836742878,81.3,56.096666666666664,49.1212144925268,8,5,8,81.1062,55.799285714285716,48.67657876203146
KD,0.2,1.0,5.0,0.0,444.6102663829923,5970.50250300467,2218.450689136982,80.628,55.66428571428571,48.726817434854055,2,2,0,80.3538,55.231285714285704,48.10877220439784
CE,0.4,1.0,0.5,0.0,300.24809070527556,3735.5738412894307,1402.5327260792255,80.274,55.854285714285716,48.69395101338133,5,6,5,79.8672,55.3,48.17309648642304
CE,0.4,1.0,1.0,0.0,320.53008671700957,4093.7556520938874,1535.2265055537223,80.256,56.21476190476191,48.709601690273104,8,8,8,80.08579999999999,55.212761904761905,48.16229751936771
CE,0.4,1.0,10.0,0.0,433.7637886673212,6180.286836244911,2216.0519075870516,83.134,57.42857142857143,50.157289302762344,9,0,0,82.8124,56.677809523809515,49.349244854839974
CE,0.4,1.0,20.0,0.0,400.25976765453817,5821.080513612926,2092.1949902772903,83.698,58.39190476190476,50.21832694264027,4,2,6,83.35879999999999,57.22452380952382,49.899992174661556
CE,0.4,1.0,5.0,0.0,523.5310876965523,6949.014897619188,2493.651198518276,81.748,56.312380952380956,49.29180687064716,5,7,2,81.40020000000001,55.8474761904762,48.817278347288514
KD,0.4,1.0,0.5,0.0,313.38994202017784,3878.931186367571,1453.631746196747,79.666,55.432857142857145,48.30737929415447,9,1,1,79.40379999999998,54.72957142857142,47.892792863291334
KD,0.4,1.0,1.0,0.0,318.7266736239195,3958.5733891204,1472.546881198883,79.86,55.35047619047619,48.59378668127397,7,2,7,79.4826,54.501333333333335,47.799045308709594
KD,0.4,1.0,10.0,0.0,431.157148963213,5934.2238976161925,2138.718111693859,82.0,56.364761904761906,49.72063541748181,5,7,0,81.622,55.8072380952381,48.89271460990688
KD,0.4,1.0,20.0,0.0,399.2791558265686,5501.119864794612,1976.9597834885121,82.406,56.59285714285714,49.62829642382033,5,5,5,81.75580000000001,56.14666666666667,49.13858674387667
KD,0.4,1.0,5.0,0.0,488.91109550893304,6570.638313805312,2359.967864751816,80.986,55.588095238095235,49.349714375146725,6,6,7,80.46939999999998,55.30714285714286,48.610845919086
CE,0.6,1.0,0.5,0.0,281.61765715777875,3440.4168662533166,1295.5056227684022,80.274,56.06666666666667,48.78472493935363,3,3,9,79.7936,55.21452380952381,48.077157837076456
CE,0.6,1.0,1.0,0.0,322.065554651618,4099.807417256385,1536.5267004191876,80.334,55.78809523809524,49.03357070193286,3,9,6,80.0266,55.238428571428585,48.36826042726347
CE,0.6,1.0,10.0,0.0,430.1059472471476,6233.868482903019,2225.783342444897,83.402,57.11666666666667,50.43743641912513,1,8,3,83.03099999999999,56.69652380952381,49.56882385163159
CE,0.6,1.0,20.0,0.0,396.96006309390066,5822.391758130863,2092.1927149891853,83.952,57.67809523809524,50.2856248532749,4,2,1,83.5584,57.20766666666666,49.858048360591596
CE,0.6,1.0,5.0,0.0,520.168588128686,6981.441056980938,2505.5861411571505,81.772,56.346666666666664,49.277721261444555,6,4,3,81.5732,55.73438095238096,48.69363799984349
KD,0.6,1.0,0.5,0.0,310.72003496289256,3745.3852249450983,1394.5385381877422,79.51,55.04142857142857,47.98967055325143,4,4,8,79.083,54.42257142857143,47.78417716566242
KD,0.6,1.0,1.0,0.0,313.60668112039565,3770.754615700245,1413.7979065060615,79.56,55.54857142857143,48.44667031849127,4,4,5,79.06299999999999,54.82628571428571,47.832537757258
KD,0.6,1.0,10.0,0.0,437.3114153623581,6078.981072578579,2168.5199627041816,82.396,56.72,50.028953752249784,1,1,6,81.9952,56.00119047619048,49.29243289772282
KD,0.6,1.0,20.0,0.0,407.7172839909792,5715.17987452671,2056.6072558283804,82.776,56.81809523809524,49.8677517802645,2,7,8,82.2742,56.41128571428571,49.123718600829484
KD,0.6,1.0,5.0,0.0,511.43510642051695,6782.990156160295,2432.3370700955393,81.274,55.68666666666667,49.404491744267936,7,3,3,80.7888,55.50885714285714,48.684717114015186
